7.587999999999999545e+01,4.840999999999999659e+01,6.400000000000000000e+02,5.171000000000000085e+01
2.945899999999999750e+02,1.110699999999999932e+02,4.861700000000000159e+02,1.123299999999999983e+02
2.945799999999999841e+02,2.556100000000000136e+02,2.948600000000000136e+02,1.106200000000000045e+02
3.038199999999999932e+02,1.214399999999999977e+02,4.757799999999999727e+02,1.221400000000000006e+02
3.038600000000000136e+02,2.458100000000000023e+02,3.041000000000000227e+02,1.211500000000000057e+02
3.130500000000000114e+02,1.304000000000000057e+02,4.674499999999999886e+02,1.303600000000000136e+02
3.129700000000000273e+02,2.378300000000000125e+02,3.125699999999999932e+02,1.300399999999999920e+02
2.571600000000000250e+02,3.201200000000000045e+02,2.579200000000000159e+02,3.463899999999999864e+02
2.426200000000000045e+02,3.764800000000000182e+02,4.247300000000000182e+02,3.754700000000000273e+02
2.426599999999999966e+02,4.080799999999999841e+02,6.052400000000000091e+02,4.049300000000000068e+02
4.283600000000000136e+02,3.760600000000000023e+02,6.053200000000000500e+02,3.747200000000000273e+02
5.408400000000000318e+02,3.432799999999999727e+02,6.052100000000000364e+02,3.732200000000000273e+02
5.421799999999999500e+02,3.179700000000000273e+02,6.103600000000000136e+02,3.419399999999999977e+02
5.421200000000000045e+02,3.176800000000000068e+02,5.846399999999999864e+02,3.168799999999999955e+02
5.850000000000000000e+02,3.171299999999999955e+02,6.400000000000000000e+02,3.324300000000000068e+02
6.128200000000000500e+02,3.444399999999999977e+02,6.400000000000000000e+02,3.436999999999999886e+02
6.115399999999999636e+02,4.455199999999999818e+02,6.396000000000000227e+02,4.452900000000000205e+02
6.077500000000000000e+02,3.784100000000000250e+02,6.081100000000000136e+02,4.006499999999999773e+02
6.071299999999999955e+02,4.101499999999999773e+02,6.072599999999999909e+02,4.424399999999999977e+02
4.261499999999999773e+02,3.752400000000000091e+02,4.264300000000000068e+02,4.046299999999999955e+02
2.468799999999999955e+02,4.484300000000000068e+02,6.036299999999999955e+02,4.455000000000000000e+02
6.129500000000000455e+02,3.441000000000000227e+02,6.133899999999999864e+02,3.999499999999999886e+02
5.926200000000000045e+02,1.322599999999999909e+02,6.397300000000000182e+02,1.333300000000000125e+02
5.422599999999999909e+02,3.180699999999999932e+02,5.407500000000000000e+02,3.433999999999999773e+02
4.347200000000000273e+02,3.434399999999999977e+02,5.408999999999999773e+02,3.433600000000000136e+02
5.939099999999999682e+02,1.323400000000000034e+02,5.933899999999999864e+02,3.195199999999999818e+02
5.758899999999999864e+02,1.159599999999999937e+02,5.758700000000000045e+02,2.888000000000000114e+02
5.638999999999999773e+02,2.874399999999999977e+02,5.748400000000000318e+02,2.904599999999999795e+02
4.021800000000000068e+02,3.465500000000000114e+02,4.261100000000000136e+02,3.751800000000000068e+02
4.857500000000000000e+02,1.126500000000000057e+02,4.857500000000000000e+02,2.545500000000000114e+02
4.855799999999999841e+02,2.549000000000000057e+02,2.945699999999999932e+02,2.556100000000000136e+02
4.759599999999999795e+02,1.218900000000000006e+02,4.763199999999999932e+02,2.465999999999999943e+02
4.760500000000000114e+02,2.459799999999999898e+02,3.034599999999999795e+02,2.463000000000000114e+02
4.657699999999999818e+02,2.374699999999999989e+02,3.123100000000000023e+02,2.374799999999999898e+02
4.673999999999999773e+02,1.303700000000000045e+02,4.668500000000000227e+02,2.374199999999999875e+02
6.093400000000000318e+02,4.000600000000000023e+02,6.095299999999999727e+02,4.442200000000000273e+02
5.750800000000000409e+02,1.163400000000000034e+02,6.398799999999999955e+02,1.159099999999999966e+02
7.564000000000000057e+01,4.835999999999999943e+01,1.483999999999999986e+01,0.000000000000000000e+00
7.687999999999999545e+01,3.853999999999999773e+02,5.999999999999999778e-01,4.327699999999999818e+02
7.879000000000000625e+01,4.074900000000000091e+02,2.098999999999999844e+01,4.496000000000000227e+02
7.584999999999999432e+01,4.838000000000000256e+01,7.665999999999999659e+01,3.855799999999999841e+02
7.659000000000000341e+01,3.852699999999999818e+02,1.830399999999999920e+02,3.851800000000000068e+02
7.828000000000000114e+01,4.077200000000000273e+02,1.825399999999999920e+02,4.072200000000000273e+02
1.840800000000000125e+02,3.458799999999999955e+02,1.826399999999999864e+02,4.468799999999999955e+02
1.862500000000000000e+02,4.493799999999999955e+02,2.366399999999999864e+02,4.489700000000000273e+02
2.127299999999999898e+02,3.181800000000000068e+02,1.875699999999999932e+02,3.397099999999999795e+02
1.864199999999999875e+02,3.456399999999999864e+02,2.368199999999999932e+02,3.451000000000000227e+02
2.125399999999999920e+02,3.181600000000000250e+02,2.559199999999999875e+02,3.183600000000000136e+02
2.164099999999999966e+02,2.910000000000000000e+02,5.749800000000000182e+02,2.906100000000000136e+02
2.561100000000000136e+02,3.185600000000000023e+02,2.400800000000000125e+02,3.409200000000000159e+02
2.398899999999999864e+02,3.442099999999999795e+02,2.408400000000000034e+02,4.474399999999999977e+02
2.219900000000000091e+02,2.873799999999999955e+02,2.160900000000000034e+02,2.909800000000000182e+02
2.220000000000000000e+02,2.874300000000000068e+02,5.639400000000000546e+02,2.874399999999999977e+02
2.430999999999999943e+02,4.113600000000000136e+02,2.430999999999999943e+02,4.466100000000000136e+02
2.423400000000000034e+02,3.768199999999999932e+02,2.427100000000000080e+02,4.034300000000000068e+02
2.583999999999999773e+02,3.455199999999999818e+02,2.425600000000000023e+02,3.766999999999999886e+02
2.584200000000000159e+02,3.450600000000000023e+02,3.006399999999999864e+02,3.437599999999999909e+02
